"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","neg_log10_padj","significant","marked"
237.170054270324,1.55806352746815,0.315381952124822,4.94024314635322,7.80252126471775e-07,1.24603619792663e-05,"Slc16a6",4.90446934103845,"Up",TRUE
415.113591304984,1.59252905295475,0.33099752801161,4.81130195298284,1.49950273870799e-06,2.1733169291642e-05,"Yrdc",4.66287693702472,"Up",TRUE
183.826355217724,2.69361906898389,0.569845553354242,4.72692829333954,2.27941714113409e-06,3.09953167112639e-05,"Sphk1",4.50870392165306,"Up",TRUE
107.311367573768,9.63647000356772,2.04665740695863,4.70839426804102,2.49675817185872e-06,3.34143552178534e-05,"Il6",4.47606691484943,"Up",TRUE
90.4291603879782,3.50451877545962,0.745317172971734,4.70205021774338,2.57562130748285e-06,3.41728675118887e-05,"Ccl5",4.4663185771761,"Up",TRUE
795.46125113926,1.0599764599358,0.234078041987433,4.52830368425891,5.9459086727161e-06,7.09947361816976e-05,"Tnfaip8",4.14877385032302,"Up",TRUE
979.37615051709,1.74652913975398,0.386300061764674,4.52117230262814,6.14981047310221e-06,7.27119601156809e-05,"Zc3h12a",4.13839414780628,"Up",TRUE
37.0523526712461,4.65662611991262,1.0457831803467,4.4527644041558,8.47717534125947e-06,9.60085439886091e-05,"Tnfrsf9",4.01769011652299,"Up",TRUE
222.387120651688,2.24631559668735,0.508406706981555,4.41834375086017,9.94601442438379e-06,0.000110212768078701,"Nfkbie",3.95776808983166,"Up",TRUE
590.97429117114,2.37117175402215,0.556251594228709,4.26276846416949,2.01909698004e-05,0.000200760329417944,"Pfkfb3",3.69732210037652,"Up",TRUE
1156.29972976762,1.06615365849421,0.254096446985185,4.19586212693628,2.71835578842634e-05,0.000258184054305088,"Pmepa1",3.58807058368523,"Up",TRUE
3714.60597538497,1.54946755087605,0.372344229479795,4.16138462261338,3.16323803438682e-05,0.000293027567067337,"Sat1",3.53309152073103,"Up",TRUE
1177.49898863068,0.906878165237592,0.220499978097305,4.11282655473732,3.90844034245591e-05,0.000350003724747519,"Nfkb2",3.45592733385348,"NS",TRUE
1649.57647819846,1.10014819960983,0.281057486915628,3.91431735792931,9.06603310662966e-05,0.000707534771651895,"Ier2",3.15025221196556,"Up",TRUE
770.23450444778,1.46006121736995,0.376816467935042,3.87472772984445,0.000106743979514793,0.000812107429240745,"Egr1",3.0903865165219,"Up",TRUE
697.420202562307,0.993031047179202,0.256506939298706,3.87136133585377,0.000108229218511062,0.00082193081543385,"Myc",3.08516473688797,"NS",TRUE
246.884284778332,1.22671113718782,0.318632020252432,3.84993051299733,0.000118151339647291,0.000883423719172129,"Ripk2",3.05383094448528,"Up",TRUE
112.862116482453,2.92284757698129,0.767869718874907,3.80643682793468,0.000140983282014849,0.00102518444084875,"Cxcl10",2.9891979936942,"Up",TRUE
357.127461552345,1.38696581594072,0.364713972857926,3.80288642377026,0.000143019934265947,0.00103687922390584,"Ppp1r15a",2.9842718274547,"Up",TRUE
1287.3747137496,1.3239753548468,0.35256683909214,3.75524640450031,0.000173171024640496,0.00121607909498381,"Klf10",2.91503817720317,"Up",TRUE
1379.95987557546,1.4585192605423,0.408713808997521,3.56855880186605,0.000358950299141605,0.00221394063281988,"Cebpd",2.65483402897871,"Up",TRUE
308.622062495488,2.29641448300335,0.645125801581307,3.55963825563087,0.000371365986083747,0.00227890398486669,"Icam1",2.6422739721961,"Up",TRUE
522.09647981355,1.14499564902267,0.323315586376781,3.54141803633411,0.000397982486242894,0.00240478504436995,"Icosl",2.61892373767525,"Up",TRUE
1198.2787486048,1.71549605467207,0.508993809406173,3.37036722838238,0.000750680712309692,0.00409622650842612,"Dusp1",2.38761603625105,"Up",TRUE
438.461276650888,0.9177071912992,0.273785910578369,3.3519153318027,0.000802545588859802,0.00432583187900892,"Klf2",2.36393036317652,"NS",TRUE
849.676585567849,1.08997200226076,0.325880686774622,3.34469653003581,0.000823726466424486,0.00441518428365393,"Birc2",2.3550511648602,"Up",TRUE
146.167814215166,2.6791057207253,0.830618716186842,3.22543384649985,0.00125781900883379,0.00625146009582602,"Inhba",2.20401853665549,"Up",TRUE
1981.53595486695,1.25640118803711,0.394000058432773,3.18883502970719,0.00142847373060732,0.00696278205341766,"Ccnl1",2.1572171987465,"Up",TRUE
598.70673271164,1.3926170145105,0.453454527799013,3.07112825903407,0.00213251525069027,0.00960936326926737,"Gadd45a",2.01730538837776,"Up",TRUE
114.583854146553,1.71566715127467,0.569264211071541,3.01383280014253,0.00257969933179249,0.0112272914920524,"Map3k8",1.94972500170207,"Up",TRUE
1666.158214158,0.941599431279653,0.319467530587631,2.94740260316179,0.00320455683426731,0.0133599425302635,"Fos",1.87419541003735,"NS",TRUE
392.099251440417,1.76033806727159,0.598698812936909,2.94027318784261,0.00327922983663765,0.013590799630672,"Pde4b",1.86675499028943,"Up",TRUE
70.6617974427553,2.13397844475121,0.727489644074715,2.93334546014794,0.0033533054620622,0.0138539513396049,"Slc2a6",1.85842634210543,"Up",TRUE
144.462488366945,1.96569730132206,0.674349069271285,2.91495516327506,0.00355739646420935,0.0145144094155534,"Dram1",1.83820063070963,"Up",TRUE
150.965980330175,1.15348589622812,0.395711865565778,2.91496413578323,0.00355729419237589,0.0145144094155534,"Snn",1.83820063070963,"Up",TRUE
21.1767737727845,1.53998978332142,0.535250534962482,2.87713824224269,0.00401299746789129,0.0159606141076249,"Kynu",1.79695040255786,"Up",TRUE
210.782297979195,0.958283577341808,0.335239178097168,2.85850711954691,0.00425639557214045,0.0167400441454911,"Dusp5",1.77624340105495,"NS",TRUE
48.6497514465589,1.73003293833927,0.616668286561927,2.80545144940827,0.00502461503180682,0.0190622598486124,"Gpr183",1.71982561463134,"Up",TRUE
250.322059788187,1.00189497704426,0.405851938073364,2.46862188659341,0.0135634451684524,0.0420273320206819,"Il15ra",1.37646817900415,"Up",TRUE
31.0627732220643,1.36169619178539,0.599165214347206,2.27265562015139,0.0230469410345727,0.0638150550659856,"Egr3",1.1950768516743,"NS",TRUE
8.59465965035486,1.81144903796723,0.816704288982069,2.21799868374023,0.026554922164236,0.0714499041176195,"Cxcl11",1.1459983496752,"NS",TRUE
221.888833434721,1.41615727216676,0.68101631788894,2.07947626946247,0.0375735967345943,0.0934252571699797,"Nfil3",1.02953569800228,"NS",TRUE
163.231340825093,1.46061574240891,0.741823905238423,1.96895210857281,0.0489585908822454,0.115209084071928,"Slc2a3",0.938513276062353,"NS",TRUE
1150.33619805387,0.985588857517395,0.513191578879984,1.92050863279634,0.0547936837743362,0.125438371056422,"Cd44",0.901569594374247,"NS",TRUE
1710.03751667321,1.24349952435242,0.651628573030088,1.90829496406229,0.0563531035305678,0.128104084510512,"Il18",0.892437022854089,"NS",TRUE
241.608509957138,0.951323766834652,0.559264678958637,1.70102601259575,0.0889381026866577,0.180399649685148,"Gem",0.743764310141942,"NS",TRUE
24.0610625482429,1.47163615442509,0.943498542386451,1.55976515946997,0.118815387599472,0.225025374938766,"Egr2",0.647768506001898,"NS",TRUE
531.934432100485,1.05124351275689,0.695016435854459,1.51254482415871,0.130395318558539,0.24027056904158,"Plau",0.619299423060553,"NS",TRUE
635.346277761683,0.924385955196335,0.712140683720766,1.29803840214077,0.194274139219392,0.322167636370183,"Abca1",0.491918089155135,"NS",TRUE
